,id,budget,homepage,original_language,popularity,popularity_cat,release_date,year,month,runtime,revenue,best_seller,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,TV Movie,War,Western,lang_cnt,performance_lead_actor,female_actor_count,male_actor_count,unkown_gender_actor_count,country_cnt,cnt_crew
3529,3529,150000000,1,en,17.9348201751709,Superb,11/24/08,2008,11,166.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,4.0,13.0,0.0,1.0,155.0
3530,3530,40000000,0,en,3.916951894760132,Medium,5/8/86,1986,5,124.0,,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,0.0,2.0,10.0
3531,3531,12500000,0,en,17.189327239990234,Superb,9/9/93,1993,9,120.0,,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,6.0,21.0,0.0,1.0,39.0
3532,3532,20000000,0,en,10.610445976257324,Superb,11/16/77,1977,11,135.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,11.0,20.0,0.0,1.0,32.0
3533,3533,20000000,1,en,5.75705623626709,Medium,8/6/09,2009,8,111.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,20.0,0.0,1.0,17.0
3534,3534,1300000,0,en,14.092713356018066,Superb,2/7/76,1976,2,114.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,5.0,15.0,0.0,1.0,46.0
3535,3535,70000000,0,en,16.785959243774414,Superb,6/21/88,1988,6,104.0,,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,0.0,1.0,22.0
3536,3536,10000000,0,ru,5.420460224151611,Medium,4/21/16,2016,4,138.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,7.0,0.0,1.0,4.0
3537,3537,55000000,0,en,11.887779235839844,Superb,3/1/06,2006,3,105.0,,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,34.0,4.0,6.0,0.0,2.0,13.0
3538,3538,6000000,0,en,12.292269706726074,Superb,6/20/74,1974,6,130.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,7.0,12.0,0.0,1.0,16.0
3539,3539,25000000,1,en,8.728555679321289,High,12/25/14,2014,12,111.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,6.0,9.0,0.0,1.0,21.0
3540,3540,20000000,1,en,5.946084976196289,Medium,8/13/04,2004,8,90.0,,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,2.0,11.0
3541,3541,4700000,0,en,9.50101089477539,Superb,8/22/86,1986,8,101.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,8.0,0.0,1.0,11.0
3542,3542,19000000,0,en,4.476578235626221,Medium,8/10/90,1990,8,138.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,3.0,10.0,0.0,1.0,8.0
3543,3543,0,0,en,1.125635027885437,Low,1/24/13,2013,1,92.0,,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,3.0,6.0,0.0,2.0,4.0
3544,3544,21150000,0,en,6.640385150909424,High,4/12/01,2001,4,92.0,,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,0.0,2.0,14.0
3545,3545,5000000,1,en,1.7402420043945312,Low,11/1/13,2013,11,95.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,,3.0
3546,3546,0,1,en,7.731183052062988,High,3/21/14,2014,3,104.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,17.0,0.0,1.0,39.0
3547,3547,80000000,0,en,9.382952690124512,Superb,4/22/06,2006,4,83.0,,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,2.0,10.0,0.0,1.0,13.0
3548,3548,175000000,1,en,14.243634223937988,Superb,3/19/09,2009,3,94.0,,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,5.0,9.0,0.0,1.0,11.0
3549,3549,860000,0,en,2.7930030822753906,Low,9/7/85,1985,9,97.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,11.0,0.0,1.0,18.0
3550,3550,145000000,0,en,12.240900993347168,Superb,4/7/04,2004,4,137.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,18.0,3.0,8.0,0.0,1.0,145.0
3551,3551,50000000,0,en,11.807600975036621,Superb,12/6/96,1996,12,139.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,5.0,8.0,0.0,1.0,9.0
3552,3552,12600000,0,en,14.079717636108398,Superb,5/30/03,2003,5,84.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,100.0
3553,3553,3000000,0,en,23.20766258239746,Superb,5/31/13,2013,5,86.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,0.0,2.0,11.0
3554,3554,90000000,1,en,10.949075698852539,Superb,8/17/11,2011,8,113.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,18.0,0.0,1.0,118.0
3555,3555,70000000,0,en,7.906682968139648,High,6/22/01,2001,6,87.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,9.0,17.0,0.0,1.0,74.0
3556,3556,28000000,0,en,17.86111831665039,Superb,2/14/14,2014,2,113.0,,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,2.0,13.0,0.0,2.0,48.0
3557,3557,11000000,0,en,5.3915557861328125,Medium,6/8/95,1995,6,91.0,,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,9.0,0.0,2.0,12.0
3558,3558,80000000,1,en,9.411725044250488,Superb,7/11/13,2013,7,100.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,6.0,23.0,0.0,1.0,17.0
3559,3559,12000000,1,en,14.294018745422363,Superb,8/16/13,2013,8,128.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,11.0,0.0,1.0,10.0
3560,3560,0,0,ja,1.7192250490188599,Low,12/20/13,2013,12,144.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,9.0,0.0,1.0,20.0
3561,3561,35000000,1,en,9.522950172424316,Superb,11/24/09,2009,11,88.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,3.0,12.0,0.0,1.0,89.0
3562,3562,5000000,0,en,6.441964149475098,High,9/17/14,2014,9,99.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,2.0,7.0,0.0,1.0,38.0
3563,3563,1200000,0,en,6.942906856536865,High,10/14/88,1988,10,90.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,8.0,0.0,1.0,9.0
3564,3564,0,0,es,1.211616039276123,Low,9/19/03,2003,9,113.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,12.0,0.0,1.0,31.0
3565,3565,4180000,1,hi,1.506777048110962,Low,7/18/08,2008,7,153.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,8.0,0.0,1.0,1.0
3566,3566,6500000,1,en,9.356264114379883,Superb,12/12/69,1969,12,142.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,12.0,0.0,2.0,13.0
3567,3567,4000000,1,en,10.964499473571777,Superb,9/12/10,2010,9,90.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,8.0,0.0,1.0,11.0
3568,3568,2500000,0,en,2.291511058807373,Low,3/9/90,1990,3,100.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,2.0
3569,3569,68000000,0,en,10.704813003540039,Superb,3/13/01,2001,3,131.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,2.0,5.0,0.0,4.0,77.0
3570,3570,0,0,fr,2.3193130493164062,Low,9/2/92,1992,9,105.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,1.0,10.0
3571,3571,30000000,1,en,6.416752815246582,High,1/24/08,2008,1,84.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,14.0
3572,3572,92000000,0,en,8.739144325256348,High,5/10/96,1996,5,113.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,0.0,1.0,90.0
3573,3573,0,0,de,5.2896318435668945,Medium,11/12/87,1987,11,95.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,0.0,2.0,18.0
3574,3574,21000000,0,en,4.7665910720825195,Medium,3/11/99,1999,3,104.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,17.0,0.0,1.0,40.0
3575,3575,7000000,1,en,5.886971950531006,Medium,1/22/10,2010,1,106.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,7.0,0.0,1.0,29.0
3576,3576,23000000,0,en,6.477258205413818,High,6/26/92,1992,6,117.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,20.0,4.0,10.0,0.0,2.0,3.0
3577,3577,0,0,en,5.511475086212158,Medium,10/4/96,1996,10,104.0,,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,6.0,0.0,1.0,11.0
3578,3578,10000000,1,en,15.06483268737793,Superb,12/5/97,1997,12,126.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,9.0,18.0,0.0,2.0,65.0
3579,3579,20000000,0,en,8.10585880279541,High,2/16/88,1988,2,120.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,24.0,2.0,4.0,0.0,2.0,17.0
3580,3580,0,0,en,13.031670570373535,Superb,6/12/87,1987,6,118.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,3.0,6.0,0.0,1.0,8.0
3581,3581,7800000,1,en,14.48110294342041,Superb,5/18/03,2003,5,102.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,7.0,0.0,2.0,14.0
3582,3582,47000000,1,en,12.912490844726562,Superb,8/12/11,2011,8,92.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,0.0,1.0,43.0
3583,3583,312000,0,en,0.8888800144195557,Low,11/28/99,1999,11,102.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
3584,3584,10000000,0,en,6.14332389831543,High,1/7/05,2005,1,101.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,6.0,7.0,0.0,3.0,84.0
3585,3585,24000000,0,en,11.41489315032959,Superb,5/11/07,2007,5,97.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,11.0,0.0,1.0,47.0
3586,3586,4800000,1,de,10.605594635009766,Superb,2/9/03,2003,2,121.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,0.0,1.0,39.0
3587,3587,0,1,en,10.348611831665039,Superb,4/14/17,2017,4,97.0,,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,0.0,2.0,12.0
3588,3588,6000000,1,ca,3.5461459159851074,Medium,10/10/10,2010,10,108.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,0.0,1.0,4.0
3589,3589,3000000,0,en,8.668146133422852,High,10/31/85,1985,10,87.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,10.0,0.0,1.0,30.0
3590,3590,0,0,en,15.174972534179688,Superb,9/6/97,1997,9,117.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,3.0,0.0,1.0,56.0
3591,3591,165000000,1,en,11.803808212280273,Superb,5/16/10,2010,5,93.0,,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,4.0,15.0,0.0,1.0,6.0
3592,3592,0,1,en,0.8820649981498718,Low,5/5/89,1989,5,116.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,19.0,0.0,1.0,67.0
3593,3593,0,0,fr,2.3889520168304443,Low,7/8/15,2015,7,103.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,6.0,0.0,1.0,2.0
3594,3594,25,0,en,4.496584892272949,Medium,12/25/99,1999,12,145.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,10.0,0.0,2.0,7.0
3595,3595,15000000,1,en,5.149057865142822,Medium,2/3/06,2006,2,87.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,7.0,0.0,1.0,20.0
3596,3596,22000000,0,en,6.477292060852051,High,2/28/14,2014,2,138.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,14.0,0.0,1.0,5.0
3597,3597,0,0,it,5.244332790374756,Medium,3/29/74,1974,3,102.0,,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,0.0,2.0,16.0
3598,3598,25000000,0,en,9.941227912902832,Superb,1/19/98,1998,1,111.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,5.0,0.0,1.0,6.0
3599,3599,12000000,0,en,3.8018319606781006,Medium,10/20/89,1989,10,108.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,9.0,21.0,0.0,1.0,19.0
3600,3600,823258,0,en,4.5841169357299805,Medium,12/1/04,2004,12,105.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,10.0,0.0,1.0,5.0
3601,3601,0,1,en,1.3355439901351929,Low,9/1/97,1997,9,97.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,10.0,0.0,3.0,3.0
3602,3602,1816720,0,it,3.7821080684661865,Medium,1/29/15,2015,1,90.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,12.0
3603,3603,2900000,0,es,8.8429594039917,High,12/19/97,1997,12,117.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,1.0,46.0
3604,3604,3700000,0,en,1.8301780223846436,Low,6/11/48,2048,6,102.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,0.0,1.0,6.0
3605,3605,16000000,0,en,8.001580238342285,High,5/19/00,2000,5,93.0,,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,1.0,20.0
3606,3606,0,1,en,11.153780937194824,Superb,5/9/14,2014,5,93.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,1.0,5.0,0.0,1.0,2.0
3607,3607,20000000,0,en,12.671636581420898,Superb,12/6/02,2002,12,107.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,17.0,4.0,11.0,0.0,1.0,81.0
3608,3608,79000000,1,en,9.463069915771484,Superb,1/19/12,2012,1,94.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,0.0,1.0,86.0
3609,3609,0,0,en,3.324489116668701,Medium,5/9/97,1997,5,82.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,10.0,0.0,2.0,8.0
3610,3610,24000000,0,en,7.505785942077637,High,8/16/85,1985,8,134.0,,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,3.0,8.0,0.0,1.0,9.0
3611,3611,0,0,en,0.28548699617385864,Low,5/16/97,1997,5,88.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,1.0,13.0
3612,3612,375000,0,en,5.782544136047363,Medium,11/18/41,2041,11,100.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,5.0,6.0,0.0,1.0,23.0
3613,3613,0,1,en,11.120240211486816,Superb,7/3/15,2015,7,128.0,,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,6.0,0.0,1.0,21.0
3614,3614,45000000,1,en,10.668658256530762,Superb,9/15/11,2011,9,101.0,,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,14.0,0.0,3.0,3.0
3615,3615,11500000,0,en,12.222576141357422,Superb,11/5/93,1993,11,134.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,7.0,14.0,0.0,2.0,41.0
3616,3616,0,0,en,7.224682807922363,High,2/14/86,1986,2,125.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,16.0,4.0,10.0,0.0,2.0,3.0
3617,3617,3500000,0,en,10.827265739440918,Superb,8/26/96,1996,8,96.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,8.0
3618,3618,38000000,0,en,8.025144577026367,High,7/25/03,2003,7,84.0,,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,5.0,12.0,0.0,1.0,10.0
3619,3619,500,0,ko,0.46001601219177246,Low,3/3/16,2016,3,87.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,1.0,1.0
